year,reference_period_desc,prodn_practice_desc,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,util_practice_desc,statistic_category,description,unit,value,coeff_variation_pct
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,JEFFERSON,051,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,23900,2.50
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,MADISON,065,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,42000,1.3
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,MADISON,065,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,41800,4.4
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,MADISON,065,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,47700,2.40
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,POWER,077,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,31000,1.5
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,OTHER COUNTIES,,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,80750,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,OTHER COUNTIES,,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,171480,2.0
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,OTHER COUNTIES,,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,143630,2.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BECKER,005,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,21900,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BECKER,005,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,23800,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BECKER,005,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,20500,1.10
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CLAY,027,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,57400,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CLAY,027,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,67100,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CLAY,027,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,55400,1.20
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KITTSON,069,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,132000,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KITTSON,069,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,119600,1.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MAHNOMEN,087,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,26300,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MAHNOMEN,087,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,34700,0.7
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MARSHALL,089,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,232000,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MARSHALL,089,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,190500,0.6
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MARSHALL,089,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,208000,1.10
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,NORMAN,107,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,92300,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,NORMAN,107,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,89100,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,NORMAN,107,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,84300,1.20
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,PENNINGTON,113,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,80800,1.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POLK,119,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,258500,0.4
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POLK,119,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,263000,0.6
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POLK,119,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,250500,0.90
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RED LAKE,125,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,58200,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RED LAKE,125,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,60100,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RED LAKE,125,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,56000,1.10
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,ROSEAU,135,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,96400,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,ROSEAU,135,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,95400,1.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BELTRAMI,007,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,12600,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BELTRAMI,007,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,9110,0.8
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BELTRAMI,007,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,11400,1.00
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KOOCHICHING,071,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1550,0.6
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KOOCHICHING,071,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1150,1.40
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,LAKE OF THE WOODS,077,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,8950,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,LAKE OF THE WOODS,077,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,7550,0.7
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BIG STONE,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2900,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BIG STONE,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1940,0.8
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BIG STONE,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,4320,1.30
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CHIPPEWA,023,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,870,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CHIPPEWA,023,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1360,0.9
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CHIPPEWA,023,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,670,3.30
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,DOUGLAS,041,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5340,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,DOUGLAS,041,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,6870,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,DOUGLAS,041,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,4500,1.10
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,GRANT,051,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,7450,1.10
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,LAC QUI PARLE,073,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1160,0.5
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,LAC QUI PARLE,073,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,980,2.30
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,OTTER TAIL,111,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,18100,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,OTTER TAIL,111,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,21200,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,OTTER TAIL,111,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,15800,1.10
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POPE,121,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2910,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POPE,121,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,4750,0.7
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,STEVENS,149,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,3920,0.4
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,STEVENS,149,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,3210,0.4
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,STEVENS,149,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,3940,1.40
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,SWIFT,151,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2980,1.10
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,TRAVERSE,155,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,7280,0.6
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,TRAVERSE,155,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,6530,1.30
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,WILKIN,167,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,62300,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,WILKIN,167,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,57500,5.5
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,WILKIN,167,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,55200,1.40
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,YELLOW MEDICINE,173,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1530,1.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CARVER,019,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,580,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CARVER,019,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,680,0.7
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KANDIYOHI,067,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,870,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KANDIYOHI,067,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1140,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KANDIYOHI,067,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,960,1.30
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MCLEOD,085,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,870,0.5
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MCLEOD,085,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,860,1.30
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MEEKER,093,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,380,1.30
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MORRISON,097,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,630,0.4
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MORRISON,097,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1360,0.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MORRISON,097,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,560,2.40
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RENVILLE,129,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1460,0.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RENVILLE,129,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1650,0.8
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RENVILLE,129,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1350,1.30
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,SCOTT,139,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,100,1.40
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,SIBLEY,143,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,480,0.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,SIBLEY,143,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,680,0.9
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,SIBLEY,143,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,380,1.40
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,STEARNS,145,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1810,1.30
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,TODD,153,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2260,0.4
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,TODD,153,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2230,0.8
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,TODD,153,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1980,1.30
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,WADENA,159,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,860,0.6
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,WADENA,159,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1240,1.10
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,WRIGHT,171,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2020,0.6
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,WRIGHT,171,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1110,1.10
