year,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,statistic_category,description,unit,value,coeff_variation_pct
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,34080000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,32120000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,35770000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,16820000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,16800000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,17500000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,19740000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,19350000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,21855000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,21070000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,23520000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,24250000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,18620000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,21825000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,22000000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,21620000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,25110000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,22320000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,16200000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,18900000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,19980000,
